120,81,212,176,0.635688
129,81,221,176,0.589316
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
123,117,140,134,0.657908
148,92,220,167,0.538612
135,91,212,171,0.571607
132,92,207,170,0.578486
130,93,204,170,0.628604
129,95,201,170,0.672823
129,96,200,170,0.656336
128,98,198,170,0.615620
128,101,198,173,0.586234
128,103,198,175,0.676515
130,105,198,176,0.647346
131,107,198,177,0.638188
132,108,197,176,0.588619
133,109,197,176,0.539193
134,110,196,175,0.544810
134,110,195,174,0.562322
135,109,197,174,0.572823
135,109,197,174,0.593470
135,109,198,175,0.578293
135,108,199,175,0.557343
136,108,201,176,0.574097
137,108,203,177,0.568148
138,107,205,177,0.569195
140,108,206,177,0.580892
141,108,207,176,0.631189
141,108,207,176,0.613564
142,108,208,176,0.606346
144,107,210,176,0.588600
149,105,216,175,0.585326
157,104,225,175,0.571689
167,104,236,176,0.503777
179,103,248,175,0.478040
182,103,251,175,0.477572
183,103,252,175,0.477226
182,103,251,175,0.472209
176,103,244,174,0.457824
166,103,233,173,0.507427
155,103,222,173,0.620445
143,105,209,174,0.706311
131,106,197,175,0.682881
121,107,187,176,0.691982
113,108,178,176,0.681990
109,109,174,177,0.654299
107,110,171,177,0.681033
108,110,171,176,0.658356
113,109,177,176,0.679069
121,108,186,176,0.631452
128,107,194,176,0.611799
136,107,202,177,0.594111
139,106,207,177,0.572248
144,106,212,177,0.614193
145,106,212,176,0.639729
144,107,210,176,0.625214
142,107,208,176,0.640387
140,107,206,176,0.635358
137,108,202,176,0.556738
125,108,189,174,0.408327
119,109,180,172,0.368714
117,110,177,172,0.354754
119,110,180,173,0.355151
120,109,182,173,0.424355
122,108,185,173,0.471722
123,108,187,174,0.471403
124,108,187,173,0.475741
125,108,187,172,0.473248
126,108,188,172,0.469384
127,108,189,173,0.478297
127,108,189,173,0.483568
127,108,189,173,0.484367
127,108,189,173,0.480859
128,108,190,172,0.481573
128,108,190,173,0.493282
128,108,190,173,0.489077
128,108,190,173,0.483008
128,108,190,173,0.480390
128,108,190,173,0.478242
128,108,190,173,0.482383
127,108,189,173,0.485310
124,109,184,172,0.452847
123,109,183,172,0.447100
124,109,185,173,0.447738
126,108,188,173,0.482902
127,107,190,173,0.496156
129,104,192,170,0.534192
131,94,198,163,0.634008
136,89,202,157,0.591571
139,89,203,155,0.617388
141,89,206,156,0.633339
142,89,207,156,0.613356
143,89,208,156,0.607333
144,89,209,156,0.621214
144,89,209,156,0.574889
144,89,209,156,0.604005
140,93,208,164,0.564414
139,100,207,171,0.587432
NaN,NaN,NaN,NaN,NaN
139,115,199,177,0.517655
139,114,199,176,0.534969
139,113,199,175,0.526922
139,113,199,175,0.531802
140,112,200,174,0.518167
142,111,202,173,0.517183
146,109,208,173,0.523613
150,108,214,174,0.534868
158,104,224,172,0.588439
168,101,236,171,0.511845
177,99,246,170,0.491647
181,98,251,170,0.502820
183,97,253,169,0.556520
179,97,249,169,0.549755
171,96,241,168,0.577662
159,97,229,169,0.692469
144,97,214,169,0.656208
122,98,190,168,0.517992
111,99,177,167,0.534007
106,100,171,167,0.538576
101,100,166,167,0.523964
98,100,164,168,0.531836
101,98,170,169,0.540654
108,97,178,169,0.551974
115,95,187,169,0.731853
121,94,194,169,0.726002
127,93,201,169,0.665723
133,93,207,169,0.565417
136,93,211,171,0.557718
138,93,212,170,0.637720
139,93,214,171,0.718218
140,92,216,172,0.776085
140,92,216,172,0.775140
140,92,217,173,0.789056
140,92,218,173,0.640660
139,92,217,173,0.597927
137,94,214,174,0.605069
136,93,213,173,0.763580
135,93,212,173,0.722663
134,94,211,174,0.714731
133,95,210,175,0.735089
130,94,207,174,0.603648
124,92,202,173,0.549920
118,90,196,171,0.536795
117,90,195,171,0.538632
117,88,196,170,0.549215
118,85,196,166,0.544774
119,82,196,162,0.528906
120,81,196,160,0.511522
121,81,198,161,0.517098
122,82,199,162,0.521985
124,85,202,166,0.567707
128,95,203,173,0.517896
129,102,203,179,0.537358
130,106,204,183,0.482938
130,106,204,183,0.476844
130,106,204,183,0.478997
134,104,209,183,0.564651
142,101,220,183,0.494152
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
144,92,216,167,0.673166
138,92,210,167,0.610202
137,92,208,166,0.537919
140,94,209,166,0.505707
147,94,217,166,0.541190
157,95,227,167,0.490745
163,95,234,168,0.542913
168,95,239,168,0.506258
172,95,244,169,0.538424
171,95,242,168,0.537929
161,94,232,167,0.554635
148,94,218,166,0.533926
136,96,203,165,0.508115
125,97,192,166,0.487320
113,98,181,168,0.457884
105,99,173,169,0.499758
101,98,170,169,0.521651
100,99,168,169,0.570839
102,100,169,170,0.603664
106,100,172,169,0.670630
112,99,179,169,0.685727
119,98,186,168,0.634216
131,97,199,168,0.718030
143,95,213,167,0.690871
167,93,239,167,0.718682
202,92,276,168,0.777037
236,91,317,175,0.648261
254,92,336,178,0.470560
285,94,368,181,0.388567
300,98,381,182,0.409610
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
197,92,269,167,0.716439
173,93,243,166,0.690989
151,95,220,167,0.681819
139,95,209,167,0.712038
122,97,192,169,0.781154
114,98,184,170,0.825001
112,98,182,170,0.813431
114,98,184,170,0.745417
112,100,178,168,0.551516
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
117,109,159,152,0.527565
119,108,163,153,0.467205
120,108,165,154,0.493170
122,107,169,155,0.462346
NaN,NaN,NaN,NaN,NaN
133,103,193,165,0.552777
137,101,199,166,0.558652
138,101,201,167,0.533847
138,101,201,167,0.527292
139,100,203,166,0.544087
140,99,205,167,0.611043
140,98,206,167,0.584774
140,98,207,168,0.591940
139,98,206,168,0.578890
139,98,206,168,0.566566
139,98,207,169,0.573211
140,99,207,169,0.563127
140,100,206,169,0.562911
141,101,206,169,0.553791
142,102,206,169,0.556347
142,103,206,170,0.568572
142,103,205,169,0.583894
142,103,204,168,0.554600
143,103,205,167,0.557553
146,103,209,168,0.571546
147,102,211,168,0.574116
149,103,212,168,0.562503
151,104,213,168,0.564465
153,104,215,168,0.590991
153,104,215,168,0.566356
154,104,216,168,0.590640
157,104,219,168,0.601064
161,105,222,168,0.601815
165,106,225,168,0.633755
167,107,227,169,0.647223
168,108,227,169,0.668043
168,108,227,169,0.658923
167,109,226,169,0.667547
166,109,224,169,0.674843
163,109,220,168,0.675765
159,110,216,169,0.676229
155,113,213,173,0.653061
151,116,210,177,0.627866
145,120,203,180,0.545871
144,121,201,180,0.560191
146,121,203,180,0.576944
149,118,205,176,0.578344
151,115,208,174,0.595037
156,112,214,172,0.665198
160,112,217,171,0.635406
160,113,214,169,0.542178
165,116,210,163,0.546312
167,116,207,158,0.494169
172,117,209,156,0.462204
177,117,214,156,0.434221
181,116,219,156,0.490150
183,116,222,157,0.483159
186,115,227,158,0.499205
188,114,233,161,0.502952
188,113,237,165,0.439518
189,113,241,168,0.470326
188,104,248,167,0.444677
188,99,249,163,0.494028
184,98,247,164,0.518667
179,97,243,164,0.557320
173,97,236,163,0.532145
169,98,232,164,0.499839
166,99,228,164,0.504240
166,99,228,164,0.541543
166,97,228,162,0.580967
164,94,226,159,0.620965
162,93,224,158,0.651793
160,92,223,158,0.600575
157,93,220,159,0.559380
155,96,217,161,0.541340
155,97,216,161,0.550014
155,98,215,161,0.576403
154,99,213,161,0.596064
151,100,210,162,0.586492
149,101,209,164,0.616593
148,102,208,165,0.645891
147,102,208,166,0.644892
147,102,209,167,0.657061
147,101,211,168,0.666850
148,101,213,169,0.674959
148,102,213,169,0.636297
147,104,212,171,0.590647
146,107,211,174,0.538020
146,107,211,174,0.571929
147,107,212,174,0.625811
147,105,213,174,0.638719
147,104,213,173,0.640904
146,104,213,174,0.686720
146,104,213,174,0.658104
145,104,212,174,0.656943
144,104,211,174,0.657651
144,104,212,175,0.651133
144,104,213,176,0.670693
145,103,215,176,0.665291
149,102,219,175,0.695595
152,102,223,176,0.763024
156,102,228,177,0.669511
155,101,226,175,0.681968
153,100,224,174,0.689204
149,97,220,171,0.711514
148,97,219,171,0.734968
148,97,219,171,0.713338
148,97,219,171,0.712344
148,97,219,171,0.744378
148,96,219,170,0.743410
148,95,219,169,0.720137
147,94,218,168,0.686936
147,93,218,167,0.698469
148,92,219,166,0.654166
151,91,221,164,0.630974
153,90,222,162,0.589105
153,90,222,162,0.586092
150,90,220,162,0.595452
149,90,219,162,0.609524
145,90,216,164,0.630301
142,92,214,167,0.652303
140,93,212,168,0.704936
139,94,211,169,0.700648
139,94,211,169,0.697307
139,94,211,169,0.709991
139,95,211,169,0.726249
139,95,211,169,0.713932
139,97,211,171,0.678206
139,97,211,171,0.729512
139,97,211,171,0.716929
139,97,211,171,0.703713
139,97,211,171,0.699248
139,97,211,171,0.693871
139,97,211,171,0.685407
139,97,211,171,0.683547
139,97,211,171,0.681551
140,98,212,172,0.684654
141,98,213,172,0.700676
141,98,213,172,0.725021
141,98,213,172,0.706081
141,98,213,172,0.709524
141,98,213,172,0.718329
